STATION,NAME,DATE,DAPR,DASF,MDPR,MDSF,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS
USC00109065,"TETONIA EXPERIMENT STATION, ID US",12/10/2005,,,,,0,0,,,,
USC00109065,"TETONIA EXPERIMENT STATION, ID US",12/11/2005,,,,,0,0,,22,8,20
USC00109065,"TETONIA EXPERIMENT STATION, ID US",12/12/2005,,,,,0,0,,22,2,8
USC00109065,"TETONIA EXPERIMENT STATION, ID US",12/13/2005,,,,,0,0,,25,2,13
USC00109065,"TETONIA EXPERIMENT STATION, ID US",12/14/2005,,,,,0.03,,,18,-5,-3
USC00109065,"TETONIA EXPERIMENT STATION, ID US",12/15/2005,,,,,0,0,,15,-12,-8
USC00109065,"TETONIA EXPERIMENT STATION, ID US",12/16/2005,,,,,0,0,,14,-8,-1
USC00109065,"TETONIA EXPERIMENT STATION, ID US",12/17/2005,,,,,0,,,16,-1,8
USC00109065,"TETONIA EXPERIMENT STATION, ID US",12/18/2005,,,,,0.05,,,11,-5,10
USC00109065,"TETONIA EXPERIMENT STATION, ID US",12/19/2005,,,,,0.05,,,20,-5,18
USC00109065,"TETONIA EXPERIMENT STATION, ID US",12/20/2005,,,,,0.1,,,27,18,26
USC00109065,"TETONIA EXPERIMENT STATION, ID US",12/21/2005,,,,,0,0,,36,25,31
USC00109065,"TETONIA EXPERIMENT STATION, ID US",12/22/2005,,,,,0.05,0,,41,31,35
USC00109065,"TETONIA EXPERIMENT STATION, ID US",12/23/2005,,,,,0.11,0,,42,32,32
USC00109065,"TETONIA EXPERIMENT STATION, ID US",12/24/2005,,,,,0,0,,34,32,34
USC00109065,"TETONIA EXPERIMENT STATION, ID US",12/25/2005,,,,,0,0,,,,
USC00109065,"TETONIA EXPERIMENT STATION, ID US",12/26/2005,,,,,0,0,,35,32,32
USC00109065,"TETONIA EXPERIMENT STATION, ID US",12/27/2005,,,,,0.43,,,29,28,29
USC00109065,"TETONIA EXPERIMENT STATION, ID US",12/28/2005,,,,,,0,,37,29,35
USC00109065,"TETONIA EXPERIMENT STATION, ID US",12/29/2005,,,,,0.92,,,26,25,26
USC00109065,"TETONIA EXPERIMENT STATION, ID US",12/30/2005,,,,,0,0,,34,23,24
USC00109065,"TETONIA EXPERIMENT STATION, ID US",12/31/2005,,,,,0.11,0,,35,24,34
USC00109065,"TETONIA EXPERIMENT STATION, ID US",1/1/2006,,,,,0,0,,34,24,24
USC00109065,"TETONIA EXPERIMENT STATION, ID US",1/2/2006,,,,,0.13,0,,34,17,27
USC00109065,"TETONIA EXPERIMENT STATION, ID US",1/3/2006,,,,,0.43,,,28,27,29
USC00109065,"TETONIA EXPERIMENT STATION, ID US",1/4/2006,,,,,0.13,,,33,22,26
USC00109065,"TETONIA EXPERIMENT STATION, ID US",1/5/2006,,,,,0,0,,33,6,11
USC00109065,"TETONIA EXPERIMENT STATION, ID US",1/6/2006,,,,,0,0,,28,7,14
USC00109065,"TETONIA EXPERIMENT STATION, ID US",1/7/2006,,,,,0,0,,32,26,32
USC00109065,"TETONIA EXPERIMENT STATION, ID US",1/8/2006,,,,,0.48,,,32,21,22
USC00109065,"TETONIA EXPERIMENT STATION, ID US",1/9/2006,,,,,0,0,,23,0,1
USC00109065,"TETONIA EXPERIMENT STATION, ID US",1/10/2006,,,,,0,0,,21,1,20
USC00109065,"TETONIA EXPERIMENT STATION, ID US",1/11/2006,,,,,0.12,0,,37,20,36
USC00109065,"TETONIA EXPERIMENT STATION, ID US",1/12/2006,,,,,0.1,0,,40,13,16
USC00109065,"TETONIA EXPERIMENT STATION, ID US",1/13/2006,,,,,0,0,,28,11,21
USC00109065,"TETONIA EXPERIMENT STATION, ID US",1/14/2006,,,,,0,0,,40,21,40
USC00109065,"TETONIA EXPERIMENT STATION, ID US",1/15/2006,,,,,0.11,0,,40,21,22
USC00109065,"TETONIA EXPERIMENT STATION, ID US",1/16/2006,,,,,0,0,,22,5,6
USC00109065,"TETONIA EXPERIMENT STATION, ID US",1/17/2006,,,,,0.03,,,18,5,7
USC00109065,"TETONIA EXPERIMENT STATION, ID US",1/18/2006,,,,,0.44,,,32,7,29
USC00109065,"TETONIA EXPERIMENT STATION, ID US",1/19/2006,,,,,0.2,,,31,6,14
USC00109065,"TETONIA EXPERIMENT STATION, ID US",1/20/2006,,,,,0,0,,22,6,8
USC00109065,"TETONIA EXPERIMENT STATION, ID US",1/21/2006,,,,,0.18,,,29,8,24
USC00109065,"TETONIA EXPERIMENT STATION, ID US",1/23/2006,,,0.03,,,,,22,9,15
USC00109065,"TETONIA EXPERIMENT STATION, ID US",1/24/2006,,,,,0,0,,22,13,13
USC00109065,"TETONIA EXPERIMENT STATION, ID US",1/25/2006,,,,,0,0,,18,3,3
USC00109065,"TETONIA EXPERIMENT STATION, ID US",1/26/2006,,,,,0,0,,35,3,10
USC00109065,"TETONIA EXPERIMENT STATION, ID US",1/27/2006,,,,,0.07,0,,37,10,25
USC00109065,"TETONIA EXPERIMENT STATION, ID US",1/28/2006,,,,,0.11,,,25,20,23
USC00109065,"TETONIA EXPERIMENT STATION, ID US",1/30/2006,,,0.3,,,,,27,9,26
USC00109065,"TETONIA EXPERIMENT STATION, ID US",1/31/2006,,,,,0.34,0,,33,21,21
USC00109065,"TETONIA EXPERIMENT STATION, ID US",2/1/2006,,,,,0.21,0,,30,17,24
USC00109065,"TETONIA EXPERIMENT STATION, ID US",2/2/2006,,,,,0.2,0,,32,13,21
USC00109065,"TETONIA EXPERIMENT STATION, ID US",2/3/2006,,,,,0,0,,30,10,21
USC00109065,"TETONIA EXPERIMENT STATION, ID US",2/4/2006,,,,,0,0,,36,10,36
USC00109065,"TETONIA EXPERIMENT STATION, ID US",2/5/2006,,,,,0.35,,,,,
USC00109065,"TETONIA EXPERIMENT STATION, ID US",2/6/2006,,,,,0,0,,28,1,7
USC00109065,"TETONIA EXPERIMENT STATION, ID US",2/7/2006,,,,,0,0,,25,2,5
USC00109065,"TETONIA EXPERIMENT STATION, ID US",2/8/2006,,,,,0,0,,30,1,3
USC00109065,"TETONIA EXPERIMENT STATION, ID US",2/9/2006,,,,,0,0,,34,3,8
USC00109065,"TETONIA EXPERIMENT STATION, ID US",2/10/2006,,,,,0,0,,26,-2,-1
USC00109065,"TETONIA EXPERIMENT STATION, ID US",2/11/2006,,,,,0,0,,19,-11,-9
USC00109065,"TETONIA EXPERIMENT STATION, ID US",2/12/2006,,,,,0,0,,28,-9,20
USC00109065,"TETONIA EXPERIMENT STATION, ID US",2/13/2006,,,,,0,0,,28,-2,-1
USC00109065,"TETONIA EXPERIMENT STATION, ID US",2/14/2006,,,,,0.15,,,27,-1,19
USC00109065,"TETONIA EXPERIMENT STATION, ID US",2/15/2006,,,,,0,0,,25,1,8
USC00109065,"TETONIA EXPERIMENT STATION, ID US",2/16/2006,,,,,0.09,,,20,-10,-10
USC00109065,"TETONIA EXPERIMENT STATION, ID US",2/17/2006,,,,,0,0,,12,-19,-15
USC00109065,"TETONIA EXPERIMENT STATION, ID US",2/18/2006,,,,,0,0,,-6,-9,-7
USC00109065,"TETONIA EXPERIMENT STATION, ID US",2/19/2006,,,,,0.12,,,17,-7,-1
USC00109065,"TETONIA EXPERIMENT STATION, ID US",2/20/2006,,,,,0,0,,6,-3,5
USC00109065,"TETONIA EXPERIMENT STATION, ID US",2/21/2006,,,,,0.08,,,15,-3,9
USC00109065,"TETONIA EXPERIMENT STATION, ID US",2/22/2006,,,,,0.03,,,20,11,13
USC00109065,"TETONIA EXPERIMENT STATION, ID US",2/23/2006,,,,,0,0,,29,10,17
USC00109065,"TETONIA EXPERIMENT STATION, ID US",2/24/2006,,,,,0,0,,33,23,29
USC00109065,"TETONIA EXPERIMENT STATION, ID US",2/25/2006,,,,,0,0,,25,19,24
USC00109065,"TETONIA EXPERIMENT STATION, ID US",2/26/2006,,,,,0,0,,,,
USC00109065,"TETONIA EXPERIMENT STATION, ID US",2/27/2006,,,,,0,0,,45,26,40
USC00109065,"TETONIA EXPERIMENT STATION, ID US",2/28/2006,,,,,0,0,,46,35,38
USC00109065,"TETONIA EXPERIMENT STATION, ID US",3/1/2006,,,,,0.45,0,,41,25,25
USC00109065,"TETONIA EXPERIMENT STATION, ID US",3/2/2006,,,,,0,0,,37,9,14
USC00109065,"TETONIA EXPERIMENT STATION, ID US",3/3/2006,,,,,0,0,,42,21,33
USC00109065,"TETONIA EXPERIMENT STATION, ID US",3/4/2006,,,,,,0,,,,
USC00109065,"TETONIA EXPERIMENT STATION, ID US",3/5/2006,,,0.04,,,0,,41,14,23
USC00109065,"TETONIA EXPERIMENT STATION, ID US",3/6/2006,,,,,0,0,,41,14,23
USC00109065,"TETONIA EXPERIMENT STATION, ID US",3/7/2006,,,,,0.48,0,,44,23,27
USC00109065,"TETONIA EXPERIMENT STATION, ID US",3/8/2006,,,,,0,0,,37,14,24
USC00109065,"TETONIA EXPERIMENT STATION, ID US",3/9/2006,,,,,0.43,0,,34,22,24
USC00109065,"TETONIA EXPERIMENT STATION, ID US",3/10/2006,,,,,0.45,,,21,-4,-2
USC00109065,"TETONIA EXPERIMENT STATION, ID US",3/11/2006,,,,,0,0,,22,-7,-4
USC00109065,"TETONIA EXPERIMENT STATION, ID US",3/12/2006,,,,,0,0,,,,
USC00109065,"TETONIA EXPERIMENT STATION, ID US",3/13/2006,,,,,,0,,29,4,12
USC00109065,"TETONIA EXPERIMENT STATION, ID US",3/14/2006,,,,,,0,,30,5,19
USC00109065,"TETONIA EXPERIMENT STATION, ID US",3/15/2006,,,1.29,,,0,,30,19,23
USC00109065,"TETONIA EXPERIMENT STATION, ID US",3/16/2006,,,,,0,0,,30,9,14
USC00109065,"TETONIA EXPERIMENT STATION, ID US",3/17/2006,,,,,0,0,,38,14,26
USC00109065,"TETONIA EXPERIMENT STATION, ID US",3/18/2006,,,,,0.1,0,,36,26,35
USC00109065,"TETONIA EXPERIMENT STATION, ID US",3/19/2006,,,,,0,0,,,,
USC00109065,"TETONIA EXPERIMENT STATION, ID US",3/20/2006,,,,,,0,,42,12,19
USC00109065,"TETONIA EXPERIMENT STATION, ID US",3/21/2006,,,,,,0,,34,13,19
USC00109065,"TETONIA EXPERIMENT STATION, ID US",3/22/2006,,,,,0.24,0,,36,13,24
USC00109065,"TETONIA EXPERIMENT STATION, ID US",3/23/2006,,,,,0,0,,34,10,17
USC00109065,"TETONIA EXPERIMENT STATION, ID US",3/24/2006,,,,,0,0,,37,14,17
USC00109065,"TETONIA EXPERIMENT STATION, ID US",3/25/2006,,,,,,0,,,,
USC00109065,"TETONIA EXPERIMENT STATION, ID US",3/26/2006,,,0.15,,,,,28,27,28
USC00109065,"TETONIA EXPERIMENT STATION, ID US",3/27/2006,,,,,0,0,,39,12,17
USC00109065,"TETONIA EXPERIMENT STATION, ID US",3/28/2006,,,,,0,0,,39,17,34
USC00109065,"TETONIA EXPERIMENT STATION, ID US",3/29/2006,,,,,0.13,0,,46,32,32
USC00109065,"TETONIA EXPERIMENT STATION, ID US",3/30/2006,,,,,0.2,0,,40,29,31
USC00109065,"TETONIA EXPERIMENT STATION, ID US",3/31/2006,,,,,0.03,0,,44,19,26
USC00109065,"TETONIA EXPERIMENT STATION, ID US",4/1/2006,,,,,0.04,0,,41,27,35
USC00109065,"TETONIA EXPERIMENT STATION, ID US",4/2/2006,,,,,0,0,,42,14,27
USC00109065,"TETONIA EXPERIMENT STATION, ID US",4/3/2006,,,,,0,0,,40,27,32
USC00109065,"TETONIA EXPERIMENT STATION, ID US",4/4/2006,,,,,0,0,,53,32,40
USC00109065,"TETONIA EXPERIMENT STATION, ID US",4/5/2006,,,,,0.23,0,,52,37,40
USC00109065,"TETONIA EXPERIMENT STATION, ID US",4/6/2006,,,,,0.54,0,,53,29,29
USC00109065,"TETONIA EXPERIMENT STATION, ID US",4/7/2006,,,,,0,0,,40,29,33
USC00109065,"TETONIA EXPERIMENT STATION, ID US",4/8/2006,,,,,0,0,,49,33,48
USC00109065,"TETONIA EXPERIMENT STATION, ID US",4/9/2006,,,,,0,0,0,47,38,41
USC00109065,"TETONIA EXPERIMENT STATION, ID US",4/10/2006,,,,,0.07,0,0,47,31,32
USC00109065,"TETONIA EXPERIMENT STATION, ID US",4/11/2006,,,,,0,0,0,45,25,29
USC00109065,"TETONIA EXPERIMENT STATION, ID US",4/12/2006,,,,,0,0,0,46,29,38
USC00109065,"TETONIA EXPERIMENT STATION, ID US",4/13/2006,,,,,0,0,0,56,32,41
USC00109065,"TETONIA EXPERIMENT STATION, ID US",4/14/2006,,,,,0,0,0,54,32,38
USC00109065,"TETONIA EXPERIMENT STATION, ID US",4/15/2006,,,,,,0,0,,,
USC00109065,"TETONIA EXPERIMENT STATION, ID US",4/16/2006,,,,,,0,0,,,
USC00109065,"TETONIA EXPERIMENT STATION, ID US",4/17/2006,,,0.66,,,0,0,57,28,32
USC00109065,"TETONIA EXPERIMENT STATION, ID US",4/18/2006,,,,,0.13,0,0,33,21,23
USC00109065,"TETONIA EXPERIMENT STATION, ID US",4/19/2006,,,,,0,0,0,39,18,21
USC00109065,"TETONIA EXPERIMENT STATION, ID US",4/20/2006,,,,,0,0,0,43,21,25
USC00109065,"TETONIA EXPERIMENT STATION, ID US",4/21/2006,,,,,0,0,0,53,24,31
USC00109065,"TETONIA EXPERIMENT STATION, ID US",4/22/2006,,,,,0,0,0,59,31,58
USC00109065,"TETONIA EXPERIMENT STATION, ID US",4/23/2006,,,,,0,0,0,,,
USC00109065,"TETONIA EXPERIMENT STATION, ID US",4/24/2006,,,,,0,0,0,62,31,34
USC00109065,"TETONIA EXPERIMENT STATION, ID US",4/25/2006,,,,,0,0,0,44,33,36
USC00109065,"TETONIA EXPERIMENT STATION, ID US",4/26/2006,,,,,0,0,0,53,26,32
USC00109065,"TETONIA EXPERIMENT STATION, ID US",4/27/2006,,,,,0,0,0,59,30,36
USC00109065,"TETONIA EXPERIMENT STATION, ID US",4/28/2006,,,,,0,0,0,60,30,36
USC00109065,"TETONIA EXPERIMENT STATION, ID US",4/29/2006,,,,,0,0,0,59,28,48
USC00109065,"TETONIA EXPERIMENT STATION, ID US",4/30/2006,,,,,0,0,0,,,
USC00109065,"TETONIA EXPERIMENT STATION, ID US",5/1/2006,,,,,0,0,0,65,27,33
USC00109065,"TETONIA EXPERIMENT STATION, ID US",5/2/2006,,,,,0,0,0,61,33,35
USC00109065,"TETONIA EXPERIMENT STATION, ID US",5/3/2006,,,,,0,0,0,50,23,29
USC00109065,"TETONIA EXPERIMENT STATION, ID US",5/4/2006,,,,,0,0,0,57,29,34
USC00109065,"TETONIA EXPERIMENT STATION, ID US",5/5/2006,,,,,0,0,0,53,25,32
USC00109065,"TETONIA EXPERIMENT STATION, ID US",5/6/2006,,,,,0,0,0,,,
USC00109065,"TETONIA EXPERIMENT STATION, ID US",5/7/2006,,,,,0,0,0,61,42,42
USC00109065,"TETONIA EXPERIMENT STATION, ID US",5/8/2006,,,,,0.16,0,0,61,38,40
USC00109065,"TETONIA EXPERIMENT STATION, ID US",5/9/2006,,,,,0,0,0,54,32,32
USC00109065,"TETONIA EXPERIMENT STATION, ID US",5/10/2006,,,,,0,0,0,53,24,35
USC00109065,"TETONIA EXPERIMENT STATION, ID US",5/11/2006,,,,,0,0,0,54,24,32
USC00109065,"TETONIA EXPERIMENT STATION, ID US",5/12/2006,,,,,0,0,0,67,42,46
USC00109065,"TETONIA EXPERIMENT STATION, ID US",5/13/2006,,,,,0,0,0,,,
USC00109065,"TETONIA EXPERIMENT STATION, ID US",5/14/2006,,,,,0,0,0,72,32,54
USC00109065,"TETONIA EXPERIMENT STATION, ID US",5/15/2006,,,,,0,0,0,76,39,51
USC00109065,"TETONIA EXPERIMENT STATION, ID US",5/16/2006,,,,,0,0,0,77,38,49
USC00109065,"TETONIA EXPERIMENT STATION, ID US",5/17/2006,,,,,0,0,0,80,42,53
USC00109065,"TETONIA EXPERIMENT STATION, ID US",5/18/2006,,,,,0,0,0,82,42,53
USC00109065,"TETONIA EXPERIMENT STATION, ID US",5/19/2006,,,,,0,0,0,82,50,56
USC00109065,"TETONIA EXPERIMENT STATION, ID US",5/20/2006,,,,,0,0,0,69,56,69
USC00109065,"TETONIA EXPERIMENT STATION, ID US",5/21/2006,,,,,0,0,0,76,60,72
USC00109065,"TETONIA EXPERIMENT STATION, ID US",5/22/2006,,,,,0,0,0,76,41,53
USC00109065,"TETONIA EXPERIMENT STATION, ID US",5/23/2006,,,,,0.27,0,0,70,44,47
USC00109065,"TETONIA EXPERIMENT STATION, ID US",5/24/2006,,,,,0,0,0,64,42,50
USC00109065,"TETONIA EXPERIMENT STATION, ID US",5/25/2006,,,,,0,0,0,73,40,48
USC00109065,"TETONIA EXPERIMENT STATION, ID US",5/26/2006,,,,,0,0,0,75,40,50
USC00109065,"TETONIA EXPERIMENT STATION, ID US",5/27/2006,,,,,,0,0,,,
USC00109065,"TETONIA EXPERIMENT STATION, ID US",5/28/2006,,,0.3,,,0,0,46,34,34
USC00109065,"TETONIA EXPERIMENT STATION, ID US",5/29/2006,,,,,0.42,0,0,46,32,38
USC00109065,"TETONIA EXPERIMENT STATION, ID US",5/30/2006,,,,,0.15,0,0,54,29,36
USC00109065,"TETONIA EXPERIMENT STATION, ID US",5/31/2006,,,,,0,0,0,57,28,36
USC00109065,"TETONIA EXPERIMENT STATION, ID US",6/1/2006,,,,,0,0,0,66,32,41
USC00109065,"TETONIA EXPERIMENT STATION, ID US",6/2/2006,,,,,0,0,0,75,41,51
USC00109065,"TETONIA EXPERIMENT STATION, ID US",6/3/2006,,,,,0,0,0,65,51,63
USC00109065,"TETONIA EXPERIMENT STATION, ID US",6/4/2006,,,,,0,0,0,75,63,66
USC00109065,"TETONIA EXPERIMENT STATION, ID US",6/5/2006,,,,,0,0,0,75,42,52
USC00109065,"TETONIA EXPERIMENT STATION, ID US",6/6/2006,,,,,0,0,0,71,42,54
USC00109065,"TETONIA EXPERIMENT STATION, ID US",6/7/2006,,,,,0,0,0,84,51,63
USC00109065,"TETONIA EXPERIMENT STATION, ID US",6/8/2006,,,,,0.2,0,0,88,56,61
USC00109065,"TETONIA EXPERIMENT STATION, ID US",6/9/2006,,,,,0.1,0,0,73,47,51
USC00109065,"TETONIA EXPERIMENT STATION, ID US",6/10/2006,,,,,1.25,0,0,65,40,46
USC00109065,"TETONIA EXPERIMENT STATION, ID US",6/11/2006,,,,,0,0,0,65,40,52
USC00109065,"TETONIA EXPERIMENT STATION, ID US",6/12/2006,,,,,0,0,0,72,42,51
USC00109065,"TETONIA EXPERIMENT STATION, ID US",6/13/2006,,,,,0,0,0,82,45,57
USC00109065,"TETONIA EXPERIMENT STATION, ID US",6/14/2006,,,,,0.15,0,0,80,47,49
USC00109065,"TETONIA EXPERIMENT STATION, ID US",6/15/2006,,,,,0.3,0,0,55,42,43
USC00109065,"TETONIA EXPERIMENT STATION, ID US",6/16/2006,,,,,0,0,0,62,39,48
USC00109065,"TETONIA EXPERIMENT STATION, ID US",6/17/2006,,,,,0,0,0,65,48,65
USC00109065,"TETONIA EXPERIMENT STATION, ID US",6/18/2006,,,,,,0,0,,,
USC00109065,"TETONIA EXPERIMENT STATION, ID US",6/19/2006,,,0.04,,,0,0,73,44,51
USC00109065,"TETONIA EXPERIMENT STATION, ID US",6/20/2006,,,,,0,0,0,76,38,50
USC00109065,"TETONIA EXPERIMENT STATION, ID US",6/21/2006,,,,,0,0,0,69,36,52
USC00109065,"TETONIA EXPERIMENT STATION, ID US",6/22/2006,,,,,0,0,0,69,37,47
USC00109065,"TETONIA EXPERIMENT STATION, ID US",6/23/2006,,,,,0,0,0,72,39,53
USC00109065,"TETONIA EXPERIMENT STATION, ID US",6/24/2006,,,,,0,0,0,77,43,76
USC00109065,"TETONIA EXPERIMENT STATION, ID US",6/25/2006,,,,,0,0,0,69,45,68
USC00109065,"TETONIA EXPERIMENT STATION, ID US",6/26/2006,,,,,0,0,0,80,47,52
USC00109065,"TETONIA EXPERIMENT STATION, ID US",6/27/2006,,,,,0,0,0,80,45,51
USC00109065,"TETONIA EXPERIMENT STATION, ID US",6/28/2006,,,,,0.05,0,0,79,43,55
USC00109065,"TETONIA EXPERIMENT STATION, ID US",6/29/2006,,,,,0,0,0,81,47,52
USC00109065,"TETONIA EXPERIMENT STATION, ID US",6/30/2006,,,,,0,0,0,84,52,54
USC00109065,"TETONIA EXPERIMENT STATION, ID US",7/1/2006,,,,,0,0,0,79,48,49
USC00109065,"TETONIA EXPERIMENT STATION, ID US",7/2/2006,,,,,0,0,0,,,
USC00109065,"TETONIA EXPERIMENT STATION, ID US",7/3/2006,,,,,,0,0,82,48,56
USC00109065,"TETONIA EXPERIMENT STATION, ID US",7/4/2006,,,,,,0,0,,,
USC00109065,"TETONIA EXPERIMENT STATION, ID US",7/5/2006,,,,,,0,0,83,53,55
USC00109065,"TETONIA EXPERIMENT STATION, ID US",7/6/2006,,,,,,0,0,66,47,53
USC00109065,"TETONIA EXPERIMENT STATION, ID US",7/7/2006,,,1.12,,,0,0,74,48,55
USC00109065,"TETONIA EXPERIMENT STATION, ID US",7/8/2006,,,,,0,0,0,70,65,70
USC00109065,"TETONIA EXPERIMENT STATION, ID US",7/9/2006,,,,,0,0,0,80,49,64
USC00109065,"TETONIA EXPERIMENT STATION, ID US",7/10/2006,,,,,0,0,0,80,47,51
USC00109065,"TETONIA EXPERIMENT STATION, ID US",7/11/2006,,,,,0.07,0,0,81,51,52
USC00109065,"TETONIA EXPERIMENT STATION, ID US",7/12/2006,,,,,0,0,0,84,50,54
USC00109065,"TETONIA EXPERIMENT STATION, ID US",7/13/2006,,,,,0.46,0,0,76,45,50
USC00109065,"TETONIA EXPERIMENT STATION, ID US",7/14/2006,,,,,0,0,0,76,47,57
USC00109065,"TETONIA EXPERIMENT STATION, ID US",7/15/2006,,,,,0,0,0,75,42,55
USC00109065,"TETONIA EXPERIMENT STATION, ID US",7/16/2006,,,,,0,0,0,,,
USC00109065,"TETONIA EXPERIMENT STATION, ID US",7/17/2006,,,,,0,0,0,87,51,55
USC00109065,"TETONIA EXPERIMENT STATION, ID US",7/18/2006,,,,,0,0,0,86,51,60
USC00109065,"TETONIA EXPERIMENT STATION, ID US",7/19/2006,,,,,0,0,0,85,54,62
USC00109065,"TETONIA EXPERIMENT STATION, ID US",7/20/2006,,,,,0,0,0,85,51,56
USC00109065,"TETONIA EXPERIMENT STATION, ID US",7/21/2006,,,,,0,0,0,86,48,55
USC00109065,"TETONIA EXPERIMENT STATION, ID US",7/22/2006,,,,,0,0,0,87,52,67
USC00109065,"TETONIA EXPERIMENT STATION, ID US",7/23/2006,,,,,0,0,0,91,58,77
USC00109065,"TETONIA EXPERIMENT STATION, ID US",7/24/2006,,,,,0,0,0,86,55,61
USC00109065,"TETONIA EXPERIMENT STATION, ID US",7/25/2006,,,,,,0,0,79,47,54
USC00109065,"TETONIA EXPERIMENT STATION, ID US",7/26/2006,,,,,0,0,0,85,50,54
USC00109065,"TETONIA EXPERIMENT STATION, ID US",7/27/2006,,,,,0,0,0,84,51,58
USC00109065,"TETONIA EXPERIMENT STATION, ID US",7/28/2006,,,,,0,0,0,86,50,59
USC00109065,"TETONIA EXPERIMENT STATION, ID US",7/29/2006,,,,,0,0,0,88,75,83
USC00109065,"TETONIA EXPERIMENT STATION, ID US",7/30/2006,,,,,0,0,0,,,
USC00109065,"TETONIA EXPERIMENT STATION, ID US",7/31/2006,,,,,0,0,0,80,47,57
USC00109065,"TETONIA EXPERIMENT STATION, ID US",8/1/2006,,,,,0.12,0,0,67,47,48
USC00109065,"TETONIA EXPERIMENT STATION, ID US",8/2/2006,,,,,0.1,0,0,67,43,50
USC00109065,"TETONIA EXPERIMENT STATION, ID US",8/3/2006,,,,,0,0,0,74,39,43
USC00109065,"TETONIA EXPERIMENT STATION, ID US",8/4/2006,,,,,0,0,0,79,43,54
USC00109065,"TETONIA EXPERIMENT STATION, ID US",8/5/2006,,,,,0.05,0,0,80,47,54
USC00109065,"TETONIA EXPERIMENT STATION, ID US",8/6/2006,,,,,0,0,0,82,70,78
USC00109065,"TETONIA EXPERIMENT STATION, ID US",8/7/2006,,,,,0,0,0,82,47,55
USC00109065,"TETONIA EXPERIMENT STATION, ID US",8/8/2006,,,,,0,0,0,79,48,61
USC00109065,"TETONIA EXPERIMENT STATION, ID US",8/9/2006,,,,,0,0,0,83,44,56
USC00109065,"TETONIA EXPERIMENT STATION, ID US",8/10/2006,,,,,0,0,0,76,39,47
USC00109065,"TETONIA EXPERIMENT STATION, ID US",8/11/2006,,,,,0,0,0,83,47,55
USC00109065,"TETONIA EXPERIMENT STATION, ID US",8/12/2006,,,,,0,0,0,77,63,77
USC00109065,"TETONIA EXPERIMENT STATION, ID US",8/13/2006,,,,,0,0,0,69,57,69
USC00109065,"TETONIA EXPERIMENT STATION, ID US",8/14/2006,,,,,0,0,0,80,39,77
USC00109065,"TETONIA EXPERIMENT STATION, ID US",8/15/2006,,,,,0.03,0,0,83,52,52
USC00109065,"TETONIA EXPERIMENT STATION, ID US",8/16/2006,,,,,0,0,0,78,43,51
USC00109065,"TETONIA EXPERIMENT STATION, ID US",8/17/2006,,,,,0,0,0,82,45,49
USC00109065,"TETONIA EXPERIMENT STATION, ID US",8/18/2006,,,,,0,0,0,76,35,40
USC00109065,"TETONIA EXPERIMENT STATION, ID US",8/19/2006,,,,,0,0,0,74,34,37
USC00109065,"TETONIA EXPERIMENT STATION, ID US",8/20/2006,,,,,0,0,0,74,37,74
USC00109065,"TETONIA EXPERIMENT STATION, ID US",8/21/2006,,,,,0,0,0,83,46,52
USC00109065,"TETONIA EXPERIMENT STATION, ID US",8/22/2006,,,,,0,0,0,86,50,57
USC00109065,"TETONIA EXPERIMENT STATION, ID US",8/23/2006,,,,,0,0,0,87,47,54
USC00109065,"TETONIA EXPERIMENT STATION, ID US",8/24/2006,,,,,0,0,0,86,46,49
USC00109065,"TETONIA EXPERIMENT STATION, ID US",8/25/2006,,,,,0,0,0,75,47,50
USC00109065,"TETONIA EXPERIMENT STATION, ID US",8/26/2006,,,,,0,0,0,,,
USC00109065,"TETONIA EXPERIMENT STATION, ID US",8/27/2006,,,,,0,0,0,66,53,56
USC00109065,"TETONIA EXPERIMENT STATION, ID US",8/28/2006,,,,,0,0,0,75,43,45
USC00109065,"TETONIA EXPERIMENT STATION, ID US",8/29/2006,,,,,0,0,0,79,46,51
USC00109065,"TETONIA EXPERIMENT STATION, ID US",8/30/2006,,,,,0,0,0,84,48,52
USC00109065,"TETONIA EXPERIMENT STATION, ID US",8/31/2006,,,,,0,0,0,78,30,33
USC00109065,"TETONIA EXPERIMENT STATION, ID US",9/1/2006,,,,,0,0,0,65,26,31
USC00109065,"TETONIA EXPERIMENT STATION, ID US",9/2/2006,,,,,0,0,0,69,31,37
USC00109065,"TETONIA EXPERIMENT STATION, ID US",9/3/2006,,,,,0,0,0,68,61,68
USC00109065,"TETONIA EXPERIMENT STATION, ID US",9/4/2006,,,,,0,0,0,73,63,73
USC00109065,"TETONIA EXPERIMENT STATION, ID US",9/5/2006,,,,,0,0,0,85,45,51
USC00109065,"TETONIA EXPERIMENT STATION, ID US",9/6/2006,,,,,0,0,0,84,41,49
USC00109065,"TETONIA EXPERIMENT STATION, ID US",9/7/2006,,,,,0,0,0,80,45,51
USC00109065,"TETONIA EXPERIMENT STATION, ID US",9/8/2006,,,,,0,0,0,71,49,49
USC00109065,"TETONIA EXPERIMENT STATION, ID US",9/9/2006,,,,,,0,0,,,
USC00109065,"TETONIA EXPERIMENT STATION, ID US",9/10/2006,,,0.1,,,0,0,73,52,72
USC00109065,"TETONIA EXPERIMENT STATION, ID US",9/11/2006,,,,,0,0,0,73,41,44
